Company/Brand,HeadQuarter,Sector,What it does,Amount($),Funding Year
Vebbler,Bangalore,Health,A personal network for close people,1.0,2018
Foyr,Pune,Services,"Foyr.com is India's first online, automated interior designer",4200000.0,2018
MEngage,Jaipur,I.T & Engineering,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,175000.0,2018
Inner Being Wellness,Hyderabad,Undisclosed,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",511774.7152496451,2018
Kobster,Chennai,Commerce,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,1.0,2018
Wishberry,Mumbai,Financial,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,1462213.4721418433,2018
McXtra,Andheri,Financial,McXtra is a digital insurance broking startup.,1300000.0,2018
Magic Crate,Bangalore,Education,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",1.0,2018
SmartVizX,Noida,I.T & Engineering,It is a Virtual Reality Solutions StartUp,1450000.0,2018
MySEODoc,Delhi,Undisclosed,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",1.0,2018
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,Pune,Undisclosed,Digital Marketing Agency,2924.426944283686,2018
Scale Labs,Delhi,Undisclosed,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,1000000.0,2018
HungerBox,Bangalore,Commerce,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,4500000.0,2018
Biryani By Kilo,Noida,Food/Culnary,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,1000000.0,2018
Wholesome Habits (EAT Anytime),Mumbai,Food/Culnary,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,500000.0,2018
GoBumpr,Mylapore,Commerce,Car Service and Bike Service Mobile App,600000.0,2018
Fixpocket,Ahmedabad,I.T & Engineering,Fixpocket is a internet-based startup.,250000.0,2018
edureka!,Bangalore,I.T & Engineering,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2000000.0,2018
Hashtag Loyalty Private Limited,Mumbai,I.T & Engineering,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,1.0,2018
Wow Express,Mumbai,I.T & Engineering,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",4500000.0,2018
ZunRoof,Gurgaon,I.T & Engineering,ZunRoof is a rooftop focused solar startup.,242727.436375546,2018
Eggoz,Indore,Food/Culnary,Eggoz is a full-stack layer poultry business operator & service provider .,175465.6166570212,2018
Sqrrl Fintech,Gurgaon,Financial,Personal Finance,1000000.0,2018
GalaxyCard,Noida,Financial,GalaxyCard is a mobile based Instant credit card.,1.0,2018
IndiQube,Bangalore,Real Estate,IndiQube is a provider of co-working spaces based in Bengaluru.,15000000.0,2018
EGK Foods,Mumbai,Food/Culnary,A food processing enterprise registered with StartUp India .,292442.69442836865,2018
NirogStreet,Gurgaon,I.T & Engineering,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,300000.0,2018
Pixr8,Ghaziabad,Health,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,50000.0,2018
Nivesh.com,Noida,Financial,Nivesh.com is a mass market mutual funds investment platform.,438664.04164255294,2018
Theranosis Life Sciences,Hyderabad,I.T & Engineering,A fully functioning cell culture facility and molecular biology setup.,1.0,2018
Poshmiles Online Solutions Private Limited,Bangalore,Hospitality,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,1.0,2018
Reculta,Noida,Education,A campus recruitment solution provider.,1.0,2018
Orbo.ai,Mumbai,I.T & Engineering,Orbo is a computer vision and deep facial technology company.,1.0,2018
Inntot Technologies,Kochi,Commerce,"Inntot Technologies, is a technology driven company.",1.0,2018
Zoctr Health,Powai,I.T & Engineering,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,1.0,2018
Hey Deedee,Mumbai,Logistics & Supply Chain,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,482530.44580680825,2018
DigiConnectt Technologys,Bangalore,I.T & Engineering,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,125000.0,2018
Locus.sh,Bangalore,I.T & Engineering,Locus is an intelligent logistics automation platform.,4000000.0,2018
Sports Flashes Pvt. Ltd,Delhi,Commerce,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",1000000.0,2018
Inc42,Delhi,Health,Inc42 is one of the leading tech media publications of India.,1.0,2018
Picxy,Guntur,I.T & Engineering,"A stock photo startup based in Amravati, Andhra Pradesh.",130000.0,2018
Huddle,Haryana,Services,A coworking incubator Company.,300000.0,2018
Benepik,Gurgaon,Services,HR Technology start-up.,1.0,2018
Cash Suvidha,Delhi,Financial,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,1000000.0,2018
Smartcoin,Bangalore,Financial,Providing financial access to the millions of mobile users in India using alternative credit assessment,2000000.0,2018
Carmel Organics,Indore,Agriculture,"Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",1.0,2018
Roadcast,Delhi,Undisclosed,Transforming the way businesses deliver. Work-force & fleet mobility tools.,250000.0,2018
Printline Media(ThePrint),Delhi,Health,A digital news platform.,510312.5017775033,2018
Creditas Solutions,Gurgaon,Financial,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,1.0,2018
UrbanPiper,Bangalore,I.T & Engineering,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,1.0,2018
Doxper,Mumbai,Hospitality,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,1052793.699942127,2018
i2ifunding,Noida,Financial,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,731106.7360709216,2018
ShakeDeal,Bangalore,Commerce,Home of B2B Commerce,1.0,2018
HelloVerify,Noida,I.T & Engineering,HelloVerify is an online background check platform.,1.0,2018
Fasal,Bangalore,Agriculture,Climate Smart Precision Agriculture Platform,120000.0,2018
CoinGeto,Delhi,Financial,CoinGeto is one of India’s most advanced digital assets exchange.,1754656.1665702118,2018
Avail Finance,Bangalore,Financial,Avail is a mobile-first platform aiming to financially include the urban mass of India.,17200000.0,2018
Tripeur,Bangalore,I.T & Engineering,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,600000.0,2018
Wedeterna,Bangalore,Services,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",1.0,2018
Stumagz,Hyderabad,Health,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,1.0,2018
Doubtnut,Gurgaon,I.T & Engineering,Gurgaon based E-learning platform.,511774.7152496451,2018
MCaffeine,Mumbai,Commerce,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,467908.3110853898,2018
TrustCheckr,Bangalore,I.T & Engineering,A Bengaluru-based fraud analytics solution provider .,100000.0,2018
HealthAssure,Mumbai,Health,HealthAssure provides access to Discounted & High Quality primary care medical network.,1000000.0,2018
Picture TIme,Delhi,Health,Operator of low-cost mobile cinema theatres in rural areas.,3655533.680354608,2018
1Crowd,Mumbai,Financial,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,3500000.0,2018
Aarav Unmanned Systems,Bangalore,I.T & Engineering,Professional Drones for Enterprise Applications,1.0,2018
Wellthy Therapeutics Pvt Ltd,Mumbai,Hospitality,"Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",1973988.1873914883,2018
Nua,Mumbai,Commerce,Nua is an e-commerce and feminine care brand platform focused on creating women care products.,1.0,2018
Kuvera.in,Bangalore,Financial,An online platform for mutual fund investments.,250000.0,2018
Livehealth,Pune,I.T & Engineering,Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,1100000.0,2018
Gramophone,Indore,Agriculture,An agricultural inputs startup Company.,1000000.0,2018
Ora,Kolkata,Commerce,Ora is an online marketplace of unique accommodations. Awarded as among top 3000 startups in India by IIM Kolkata.,1.0,2018
Buddy4Study.com,Noida,Education,Buddy4Study is the best scholarship search engine for Indian students. It also helps organizations to set up their own scholarship schemes.,3000000.0,2018
Predible Health,Bangalore,Health,Healthcare devices for cancer detection,1.0,2018
Syncremedies Healthcare Pvt Ltd,Bangalore,Health,"Syncremedies is an Integrated Medicine service that brings together Allopathy, Ayurveda and Homeopathy to treat chronic ailments.",1.0,2018
Blueleaf Cyberspace Systems,Bangalore,I.T & Engineering,Bluleaf Cyberspace is Cloud Based Software Company.,1.0,2018
Toffee,Gurgaon,Undisclosed,"Toffee is a bite size, micro-event & contextual insurtech startup which aims to de-jargonise the insurance buying experience.",1500000.0,2018
ORO Wealth,Mumbai,Undisclosed,Online wealth management platform,1600000.0,2018
HealWell24,Mumbai,Health,"HealWell24 is India's emerging technology-empowered healthcare company, aiming to bring world-class quality healthcare services anywhere.",200000.0,2018
Acko General Insurance,Mumbai,Financial,Acko General Insurance is a digital insurance company in India that redefines insurance for the consumers.,12000000.0,2018
arzooo.com,Bangalore,Commerce,E-commerce website promising the best price on any product a consumer buys anywhere on the internet.,219332.02082127647,2018
Bonphul Air Products,Delhi,I.T & Engineering,A clean tech product Company,292442.69442836865,2018
DheeYantra Research Labs,Bangalore,I.T & Engineering,"DheeYantra is building a cognitive conversational chatbot platform by name ""dhee.ai"" for vernacular languages",1.0,2018
Edyoo,Bangalore,Education,"Edyoo.com is a technology platform that offers the most intuitive design, flexibility, and ease of use.",1000000.0,2018
Chtrbox,Mumbai,I.T & Engineering,Chtrbox connects social media influencers with brands .,146221.34721418432,2018
Aashiyaan Housing and Development Finance,Kolkata,Financial,Provide housing finance to those in the informal sector enabling the hither to un-served to own a home of their own.,1973988.1873914883,2018
BetterPlace Safety Solutions Pvt. Ltd.,Bangalore,Services,"BetterPlace provides businesses with contractor workforce management, including onboarding, training, and background checks.",3000000.0,2018
Cashkumar,Bangalore,Commerce,A P2P Lending Platform connecting millions of financially under-served & new to credit borrowers with investment savvy lenders in India,731106.7360709216,2018
Rocketium,Bangalore,Health,Easy video creation for social media.,292442.69442836865,2018
FreightBazaar,Hyderabad,Logistics & Supply Chain,FreightBazaar.com is an online platform that connects Truck suppliers with Truck users.,1.0,2018
OPEN,Bangalore,Financial,Open up to a new world of Banking,1.0,2018
mfine,Bangalore,Hospitality,Hospital & Health Care Start up,4200000.0,2018
Earth Food,Pune,Food/Culnary,Earth Food is a healthy Food Start Up.,935816.6221707796,2018
Charcoal Eats,Mumbai,Food/Culnary,Charcoal Eats aims to bring Dominos style standardisation.,731106.7360709216,2018
Wishfie,Bangalore,I.T & Engineering,A platform for people to express their opinions in form of short videos around any topic.,1.0,2018
The Social Hook,Bangalore,Services,Fast growing Influencer Marketing platform in India.,1.0,2018
